学校,专业主键,年级,学院,专业,专业方向_路径,技能编号,标准技能名称,技能展示名称,技能一级类型,技能簇名称,技能供给原始分,证据条数,直接证据条数,语义规则证据条数,证据摘要,映射依据,专业区分度权重,技能供给区分度得分,专业内排名,是否代表性技能
首都经济贸易大学,CUEB-2025-116,2025级,城市学院,行政管理（数字政府）,行政管理（数字政府）,JN0770,沟通能力,沟通能力,非技术性能力,组织协调与商业执行,2.3,2,2,0,沟通协调；沟通,毕业要求直接出现“沟通协调”；课程名称直接出现唯一技能别名“沟通”,1.7953381214564925,4.129277679349933,6,是
首都经济贸易大学,CUEB-2025-116,2025级,城市学院,行政管理（数字政府）,行政管理（数字政府）,JN0771,团队合作,团队合作,非技术性能力,表达沟通与通用办公协作,1.5,1,1,0,团队合作,毕业要求直接出现“团队合作”,1.4111957828171493,2.116793674225724,15,否
首都经济贸易大学,CUEB-2025-116,2025级,城市学院,行政管理（数字政府）,行政管理（数字政府）,JN0774,表达能力,表达能力,非技术性能力,表达沟通与通用办公协作,1.5,1,1,0,表达能力,毕业要求直接出现“表达能力”,1.7703368192510753,2.655505228876613,12,否
首都经济贸易大学,CUEB-2025-116,2025级,城市学院,行政管理（数字政府）,行政管理（数字政府）,JN0775,学习能力,学习能力,非技术性能力,表达沟通与通用办公协作,1.5,1,1,0,自主学习能力,毕业要求直接出现“自主学习能力”,1.7221347174331973,2.583202076149796,13,否
首都经济贸易大学,CUEB-2025-116,2025级,城市学院,行政管理（数字政府）,行政管理（数字政府）,JN0779,书面表达,书面表达,非技术性能力,表达沟通与通用办公协作,0.8,1,0,1,应用写作 / Practical Writing,写作课程,1.0649195460993157,0.8519356368794526,21,否
首都经济贸易大学,CUEB-2025-116,2025级,城市学院,行政管理（数字政府）,行政管理（数字政府）,JN0787,领导力,领导力,非技术性能力,组织协调与商业执行,2.3,2,2,0,领导能力；领导力,毕业要求直接出现“领导能力”；课程名称直接出现唯一技能别名“领导力”,2.4035858582299516,5.5282474739288885,3,是
首都经济贸易大学,CUEB-2025-116,2025级,城市学院,行政管理（数字政府）,行政管理（数字政府）,JN0788,口头表达,口头表达,非技术性能力,表达沟通与通用办公协作,1.5,1,1,0,口头表达能力,毕业要求直接出现“口头表达能力”,1.9021060968821986,2.853159145323298,11,否
首都经济贸易大学,CUEB-2025-116,2025级,城市学院,行政管理（数字政府）,行政管理（数字政府）,JN0801,独立思考,独立思考,非技术性能力,表达沟通与通用办公协作,1.5,1,1,0,独立思考能力,毕业要求直接出现“独立思考能力”,3.2203469947570738,4.83052049213561,5,是
首都经济贸易大学,CUEB-2025-116,2025级,城市学院,行政管理（数字政府）,行政管理（数字政府）,JN0830,批判性思维,批判性思维,非技术性能力,表达沟通与通用办公协作,0.8,1,1,0,批判性思维,课程名称直接出现唯一技能别名“批判性思维”,2.638425449307353,2.1107403594458822,16,否
首都经济贸易大学,CUEB-2025-117,2025级,工商管理学院,供应链管理,供应链管理,JN0025,英语,英语,语言能力,供应链与物流管理,0.8,1,1,0,英语,课程名称直接出现唯一技能别名“英语”,1.0,0.8,31,否
首都经济贸易大学,CUEB-2025-117,2025级,工商管理学院,供应链管理,供应链管理,JN0026,数据分析,数据分析,工具软件与技术平台,人工智能与数据挖掘,5.8,4,4,0,数据分析,培养目标直接出现“数据分析”；毕业要求直接出现“数据分析”；核心课程直接出现“数据分析”；课程名称直接出现唯一技能别名“数据分析”,1.5798184952529422,9.162947272467065,5,是
首都经济贸易大学,CUEB-2025-117,2025级,工商管理学院,供应链管理,供应链管理,JN0028,项目管理,项目管理,方法、标准与流程,表达沟通与通用办公协作,3.3,2,1,1,项目管理；项目管理  / Project Management,核心课程直接出现“项目管理”；项目管理课程,2.7635885922613586,9.119842354462483,6,是
首都经济贸易大学,CUEB-2025-117,2025级,工商管理学院,供应链管理,供应链管理,JN0032,商务谈判,商务谈判,方法、标准与流程,组织协调与商业执行,0.8,1,1,0,商务谈判,课程名称直接出现唯一技能别名“商务谈判”,2.6990500711237875,2.15924005689903,25,否
首都经济贸易大学,CUEB-2025-117,2025级,工商管理学院,供应链管理,供应链管理,JN0035,质量管理,质量管理,方法、标准与流程,质量管理与持续改进,3.3,2,2,0,质量管理,核心课程直接出现“质量管理”；课程名称直接出现唯一技能别名“质量管理”,4.218875824868201,13.922290222065062,3,是
首都经济贸易大学,CUEB-2025-117,2025级,工商管理学院,供应链管理,供应链管理,JN0046,ERP,企业资源计划系统（ERP）,方法、标准与流程,供应链与物流管理,3.3,2,2,0,ERP；erp,核心课程直接出现“ERP”；课程名称直接出现唯一技能别名“erp”,2.8689491079191853,9.467532056133312,4,是
首都经济贸易大学,CUEB-2025-117,2025级,工商管理学院,供应链管理,供应链管理,JN0109,会计核算,会计核算,方法、标准与流程,财务会计与税务管理,0.8,1,0,1,会计学 Accounting,会计课程,1.2895886507223624,1.03167092057789,29,否
首都经济贸易大学,CUEB-2025-117,2025级,工商管理学院,供应链管理,供应链管理,JN0126,库存管理,库存管理,方法、标准与流程,供应链与物流管理,3.3,2,2,0,仓储管理,核心课程直接出现“仓储管理”；课程名称直接出现唯一技能别名“仓储管理”,5.0661736852554045,16.718373161342832,2,是
首都经济贸易大学,CUEB-2025-117,2025级,工商管理学院,供应链管理,供应链管理,JN0172,数据建模,数据建模,工具软件与技术平台,大数据工程与数据仓库,2.5,1,1,0,数据模型,核心课程直接出现“数据模型”,2.730798769438368,6.826996923595921,8,是
首都经济贸易大学,CUEB-2025-117,2025级,工商管理学院,供应链管理,供应链管理,JN0174,人工智能技术,人工智能技术,具体专业技能,人工智能与数据挖掘,6.6,5,5,0,人工智能；ai,培养目标直接出现“人工智能”；毕业要求直接出现“人工智能”；核心课程直接出现“人工智能”；课程名称直接出现唯一技能别名“人工智能”；课程名称直接出现唯一技能别名“ai”,1.312755710003897,8.66418768602572,7,是
首都经济贸易大学,CUEB-2025-117,2025级,工商管理学院,供应链管理,供应链管理,JN0185,供应链管理,供应链管理,方法、标准与流程,供应链与物流管理,9.0,8,4,4,供应链管理；国际物流与全球供应链 International Logistics and Global Supply Chain；供应链系统规划与设计 Supply Chain System Planning and Design；供应链金融 Supply Chain Finance；供应链风险管理 Supply Chain Risk Management,培养目标直接出现“供应链管理”；毕业要求直接出现“供应链管理”；核心课程直接出现“供应链管理”；课程名称直接出现唯一技能别名“供应链管理”；供应链课程,2.79749014393704,25.17741129543336,1,是
首都经济贸易大学,CUEB-2025-117,2025级,工商管理学院,供应链管理,供应链管理,JN0254,市场营销知识,市场营销知识,方法、标准与流程,组织协调与商业执行,0.8,1,0,1,市场营销学 Marketing,市场营销课程,2.4035858582299516,1.9228686865839615,26,否
首都经济贸易大学,CUEB-2025-117,2025级,工商管理学院,供应链管理,供应链管理,JN0373,人力资源管理流程,人力资源管理流程,方法、标准与流程,人力资源与行政管理,0.8,1,0,1,人力资源管理 Human Resource Mangagement,人力资源课程,2.194494060371392,1.7555952482971138,27,否
首都经济贸易大学,CUEB-2025-117,2025级,工商管理学院,供应链管理,供应链管理,JN0397,数理统计,数理统计,工具软件与技术平台,人工智能与数据挖掘,0.8,1,1,0,数理统计,课程名称直接出现唯一技能别名“数理统计”,1.2019413436636068,0.9615530749308855,30,否
首都经济贸易大学,CUEB-2025-117,2025级,工商管理学院,供应链管理,供应链管理,JN0430,知识图谱,知识图谱,方法、标准与流程,人工智能与数据挖掘,2.5,1,1,0,知识图谱,核心课程直接出现“知识图谱”,2.194494060371392,5.48623515092848,10,是
首都经济贸易大学,CUEB-2025-117,2025级,工商管理学院,供应链管理,供应链管理,JN0686,数据库技术,数据库技术,专业知识与行业经验,Java后端开发与中间件,1.5,1,1,0,数据库,毕业要求直接出现“数据库”,2.3361445774344194,3.504216866151629,18,否
首都经济贸易大学,CUEB-2025-117,2025级,工商管理学院,供应链管理,供应链管理,JN0690,风险管理,风险管理,专业知识与行业经验,金融风控、投资与合规,3.3,2,2,0,风险管理,核心课程直接出现“风险管理”；课程名称直接出现唯一技能别名“风险管理”,1.916290731874155,6.323759415184711,9,是
首都经济贸易大学,CUEB-2025-117,2025级,工商管理学院,供应链管理,供应链管理,JN0773,组织协调,组织协调,非技术性能力,组织协调与商业执行,1.5,1,1,0,组织能力,毕业要求直接出现“组织能力”,2.83258146374831,4.248872195622465,15,否
首都经济贸易大学,CUEB-2025-117,2025级,工商管理学院,供应链管理,供应链管理,JN0774,表达能力,表达能力,非技术性能力,表达沟通与通用办公协作,1.5,1,1,0,表达能力,毕业要求直接出现“表达能力”,1.7703368192510753,2.655505228876613,22,否
首都经济贸易大学,CUEB-2025-117,2025级,工商管理学院,供应链管理,供应链管理,JN0775,学习能力,学习能力,非技术性能力,表达沟通与通用办公协作,1.5,1,1,0,自主学习能力,毕业要求直接出现“自主学习能力”,1.7221347174331973,2.583202076149796,23,否
首都经济贸易大学,CUEB-2025-117,2025级,工商管理学院,供应链管理,供应链管理,JN0776,抗压能力,抗压能力,非技术性能力,组织协调与商业执行,1.5,1,1,0,抗压能力,毕业要求直接出现“抗压能力”,3.392197251683733,5.088295877525599,13,否
首都经济贸易大学,CUEB-2025-117,2025级,工商管理学院,供应链管理,供应链管理,JN0779,书面表达,书面表达,非技术性能力,表达沟通与通用办公协作,2.3,2,1,1,文字表达能力；应用写作 / Practical Writing,毕业要求直接出现“文字表达能力”；写作课程,1.0649195460993157,2.449314956028426,24,否
首都经济贸易大学,CUEB-2025-117,2025级,工商管理学院,供应链管理,供应链管理,JN0780,诚信与职业道德,诚信与职业道德,非技术性能力,金融风控、投资与合规,1.5,1,1,0,职业操守,毕业要求直接出现“职业操守”,1.0710357731167517,1.6065536596751275,28,否
首都经济贸易大学,CUEB-2025-117,2025级,工商管理学院,供应链管理,供应链管理,JN0781,问题解决,问题解决,非技术性能力,表达沟通与通用办公协作,1.5,1,1,0,解决问题,毕业要求直接出现“解决问题”,2.314638372213455,3.4719575583201827,19,否
首都经济贸易大学,CUEB-2025-117,2025级,工商管理学院,供应链管理,供应链管理,JN0784,逻辑思维,逻辑思维,非技术性能力,表达沟通与通用办公协作,1.5,1,1,0,逻辑思维,毕业要求直接出现“逻辑思维”,3.456735772821304,5.185103659231956,11,是
首都经济贸易大学,CUEB-2025-117,2025级,工商管理学院,供应链管理,供应链管理,JN0786,管理能力,管理能力,非技术性能力,组织协调与商业执行,1.0,1,1,0,管理能力,培养目标直接出现“管理能力”,2.730798769438368,2.730798769438368,21,否
首都经济贸易大学,CUEB-2025-117,2025级,工商管理学院,供应链管理,供应链管理,JN0790,创新能力,创新能力,非技术性能力,视觉设计与数字内容制作,2.5,2,2,0,创造性思维；创新能力,培养目标直接出现“创造性思维”；毕业要求直接出现“创新能力”,1.2895886507223624,3.223971626805906,20,否
首都经济贸易大学,CUEB-2025-117,2025级,工商管理学院,供应链管理,供应链管理,JN0793,人际交往,人际交往,非技术性能力,组织协调与商业执行,1.5,1,1,0,人际交往能力,毕业要求直接出现“人际交往能力”,3.456735772821304,5.185103659231956,12,是
首都经济贸易大学,CUEB-2025-117,2025级,工商管理学院,供应链管理,供应链管理,JN0798,适应能力,适应能力,非技术性能力,组织协调与商业执行,1.5,1,1,0,适应能力,毕业要求直接出现“适应能力”,2.5271998141971284,3.7907997212956923,17,否
首都经济贸易大学,CUEB-2025-117,2025级,工商管理学院,供应链管理,供应链管理,JN0801,独立思考,独立思考,非技术性能力,表达沟通与通用办公协作,1.5,1,1,0,独立思考,毕业要求直接出现“独立思考”,3.2203469947570738,4.83052049213561,14,否
首都经济贸易大学,CUEB-2025-117,2025级,工商管理学院,供应链管理,供应链管理,JN0830,批判性思维,批判性思维,非技术性能力,表达沟通与通用办公协作,1.5,1,1,0,批判性思维,毕业要求直接出现“批判性思维”,2.638425449307353,3.9576381739610293,16,否
